# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "RNA_seq_workflow/annotation/Hordeum_vulgare.MorexV3_pseudomolecules_assembly.60.chr.gff3" "-o" "RNA_seq_workflow/output/4_final_counts/gene_counts.txt" "-t" "gene" "-g" "gene_id" "-p" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam" "RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437484.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437485.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437482.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437483.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437480.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437481.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437478.sorted.bam	RNA_seq_workflow/output/3_aligned_sequences/aligned_bam/SRR8437479.sorted.bam
HORVU.MOREX.r3.3HG0269460	3H	345533736	345543619	-	9884	1492	1504	1316	1399	1119	1326	1099	1449
HORVU.MOREX.r3.3HG0269510	3H	345778349	345778738	+	390	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0269650	3H	346184041	346184872	-	832	11	11	4	7	2	2	1	4
HORVU.MOREX.r3.3HG0269660	3H	346185070	346193155	-	8086	2075	1877	2073	1458	1557	2021	1760	2068
HORVU.MOREX.r3.3HG0269680	3H	346690910	346708578	+	17669	62	53	55	16	44	41	38	50
HORVU.MOREX.r3.3HG0269730	3H	347359638	347361949	+	2312	57	53	69	59	46	60	43	115
HORVU.MOREX.r3.3HG0269760	3H	347605274	347607633	-	2360	484	488	361	321	431	675	350	489
HORVU.MOREX.r3.3HG0269810	3H	348294670	348296541	+	1872	0	0	0	0	3	2	0	0
HORVU.MOREX.r3.3HG0269840	3H	348935798	348938227	+	2430	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0269850	3H	348938364	348941512	-	3149	2450	3074	2355	2293	2703	3334	2571	2853
HORVU.MOREX.r3.3HG0269860	3H	348942475	348942813	+	339	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0269870	3H	349073846	349079876	-	6031	1020	839	795	673	700	1021	799	925
HORVU.MOREX.r3.3HG0269890	3H	349363001	349366092	+	3092	582	449	366	407	458	514	412	495
HORVU.MOREX.r3.3HG0269900	3H	349366482	349368941	+	2460	28	35	51	36	19	43	30	36
HORVU.MOREX.r3.3HG0269910	3H	349369236	349370723	-	1488	111	146	143	158	142	111	116	204
HORVU.MOREX.r3.3HG0269930	3H	349532166	349536765	-	4600	0	0	0	0	0	0	2	2
HORVU.MOREX.r3.3HG0269960	3H	349748503	349752837	+	4335	792	841	573	676	545	767	799	653
HORVU.MOREX.r3.3HG0270040	3H	350865750	350866130	+	381	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270050	3H	350869390	350874513	+	5124	817	584	584	574	606	776	616	740
HORVU.MOREX.r3.3HG0270100	3H	352122185	352123830	+	1646	136	255	857	450	111	175	275	332
HORVU.MOREX.r3.3HG0270160	3H	352988820	352989771	-	952	0	0	0	2	1	0	2	0
HORVU.MOREX.r3.3HG0270190	3H	353349356	353353257	-	3902	231	203	188	141	144	109	169	156
HORVU.MOREX.r3.3HG0270240	3H	353688010	353689754	+	1745	34	73	25	28	261	96	36	109
HORVU.MOREX.r3.3HG0270250	3H	353689933	353691752	-	1820	0	0	0	0	0	0	1	0
HORVU.MOREX.r3.3HG0270260	3H	353739320	353742380	+	3061	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270270	3H	353742568	353746405	-	3838	0	4	0	4	8	4	6	4
HORVU.MOREX.r3.3HG0270290	3H	353747792	353748391	+	600	4	0	0	2	0	2	0	0
HORVU.MOREX.r3.3HG0270300	3H	354268306	354269010	-	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270310	3H	354311772	354316505	+	4734	767	594	725	538	509	845	611	664
HORVU.MOREX.r3.3HG0270320	3H	354450439	354450804	-	366	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270400	3H	354764948	354766173	-	1226	499	389	310	339	317	499	308	372
HORVU.MOREX.r3.3HG0270410	3H	354954769	354958787	-	4019	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270430	3H	355401393	355403286	+	1894	42	53	34	10	8	32	27	17
HORVU.MOREX.r3.3HG0270450	3H	355404575	355406584	-	2010	34	13	31	28	20	50	23	44
HORVU.MOREX.r3.3HG0270460	3H	355620339	355640355	+	20017	84	58	61	70	36	36	54	47
HORVU.MOREX.r3.3HG0270500	3H	355650803	355654285	+	3483	1100	1296	904	929	1073	1257	939	1145
HORVU.MOREX.r3.3HG0270520	3H	356107894	356116395	+	8502	141	103	91	117	142	118	100	127
HORVU.MOREX.r3.3HG0270530	3H	356116942	356117235	+	294	0	0	1	0	0	2	0	2
HORVU.MOREX.r3.3HG0270540	3H	356120085	356120618	+	534	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270610	3H	356583725	356584943	-	1219	107	54	81	90	77	134	58	87
HORVU.MOREX.r3.3HG0270620	3H	356586352	356598669	-	12318	2227	1481	1691	1377	1511	1756	1834	1927
HORVU.MOREX.r3.3HG0270650	3H	356801884	356802657	-	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270660	3H	357298768	357299475	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270670	3H	357313021	357315589	-	2569	0	1	0	4	0	0	2	3
HORVU.MOREX.r3.3HG0270710	3H	357370662	357392732	-	22071	1383	897	1594	848	825	1131	1330	1273
HORVU.MOREX.r3.3HG0270720	3H	357623307	357624830	-	1524	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270730	3H	357721702	357724437	+	2736	324	297	539	264	221	358	350	389
HORVU.MOREX.r3.3HG0270750	3H	357804722	357810473	-	5752	100	58	113	72	133	89	119	83
HORVU.MOREX.r3.3HG0270800	3H	358151113	358158258	-	7146	529	362	433	412	551	642	477	533
HORVU.MOREX.r3.3HG0270810	3H	358697535	358705610	-	8076	8764	8673	6225	3797	6104	11723	4350	5600
HORVU.MOREX.r3.3HG0270820	3H	358976306	358980012	+	3707	5842	5974	4405	4765	5070	6096	4445	5543
HORVU.MOREX.r3.3HG0270840	3H	359069363	359070025	+	663	0	2	0	0	0	4	0	0
HORVU.MOREX.r3.3HG0270850	3H	359071907	359073621	+	1715	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0270870	3H	359317117	359326221	+	9105	1218	1417	952	771	1162	1476	1172	1222
HORVU.MOREX.r3.3HG0270880	3H	359378173	359378949	-	777	0	0	0	0	0	0	0	2
HORVU.MOREX.r3.3HG0270910	3H	359697593	359700471	+	2879	2250	2810	1259	1870	2577	2885	1961	2571
HORVU.MOREX.r3.3HG0270990	3H	359768114	359772121	-	4008	1096	931	1082	892	953	964	890	1385
HORVU.MOREX.r3.3HG0271000	3H	359947418	359949850	-	2433	35	34	49	11	23	32	14	54
HORVU.MOREX.r3.3HG0271040	3H	359982063	359985323	-	3261	461	338	315	366	327	371	308	397
HORVU.MOREX.r3.3HG0271140	3H	360335660	360336013	+	354	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0271170	3H	360342921	360345471	+	2551	0	2	0	1	0	2	0	2
HORVU.MOREX.r3.3HG0271180	3H	360345830	360347425	-	1596	2	2	4	0	6	0	0	0
HORVU.MOREX.r3.3HG0271250	3H	360622639	360624904	-	2266	3407	2686	2473	2684	2396	3003	2597	3380
HORVU.MOREX.r3.3HG0271280	3H	360631785	360632819	-	1035	6	4	0	5	4	2	4	2
HORVU.MOREX.r3.3HG0271290	3H	360972836	360981659	+	8824	394	390	419	282	279	494	343	410
HORVU.MOREX.r3.3HG0271330	3H	361021950	361022396	-	447	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0271370	3H	361543092	361543292	-	201	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0271380	3H	361720280	361724484	+	4205	1954	2222	2588	1983	2297	2589	2264	2599
HORVU.MOREX.r3.3HG0271430	3H	362742080	362743774	-	1695	0	2	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0271450	3H	362776356	362789068	-	12713	875	815	787	752	716	818	756	901
HORVU.MOREX.r3.3HG0271470	3H	362929657	362930813	-	1157	69	114	128	69	140	100	117	144
HORVU.MOREX.r3.3HG0271480	3H	363079726	363100427	-	20702	399	294	487	318	250	316	360	431
HORVU.MOREX.r3.3HG0271530	3H	363582046	363586052	-	4007	1904	1894	1656	1453	1508	2152	1426	2111
HORVU.MOREX.r3.3HG0271540	3H	363721347	363724688	+	3342	1086	858	913	824	726	1044	881	871
HORVU.MOREX.r3.3HG0271550	3H	363884002	363890098	-	6097	1397	762	908	783	768	908	942	1023
HORVU.MOREX.r3.3HG0271560	3H	364543469	364548182	+	4714	19	26	22	31	36	25	28	29
HORVU.MOREX.r3.3HG0271570	3H	364550246	364552002	-	1757	739	660	646	738	748	759	769	841
HORVU.MOREX.r3.3HG0271580	3H	364668203	364679266	-	11064	43	12	47	75	18	24	37	35
HORVU.MOREX.r3.3HG0271600	3H	365542750	365544700	-	1951	0	0	0	4	2	0	3	1
HORVU.MOREX.r3.3HG0271640	3H	365960755	365969480	+	8726	1999	1906	1723	1243	1793	2220	1546	1935
HORVU.MOREX.r3.3HG0271660	3H	366676735	366680750	+	4016	0	0	6	4	5	4	16	9
HORVU.MOREX.r3.3HG0271700	3H	366797831	366798403	+	573	0	0	0	0	2	0	0	0
HORVU.MOREX.r3.3HG0271710	3H	366813440	366840183	-	26744	529	312	404	409	299	385	291	395
HORVU.MOREX.r3.3HG0271740	3H	367271634	367272882	+	1249	121	91	83	107	83	169	74	150
HORVU.MOREX.r3.3HG0271870	3H	368092800	368103900	-	11101	1059	743	1051	736	743	1067	869	1103
HORVU.MOREX.r3.3HG0271900	3H	368236014	368236690	+	677	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0271930	3H	368244957	368245630	+	674	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0271960	3H	368662737	368663126	-	390	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272030	3H	368718063	368729812	-	11750	3498	3144	3715	2045	2596	3945	2793	3462
HORVU.MOREX.r3.3HG0272100	3H	370254044	370266131	+	12088	317	198	187	185	237	188	277	274
HORVU.MOREX.r3.3HG0272120	3H	370522061	370525614	-	3554	536	521	510	501	380	640	524	593
HORVU.MOREX.r3.3HG0272130	3H	370958206	370959133	+	928	0	0	0	0	2	0	0	0
HORVU.MOREX.r3.3HG0272140	3H	371203494	371204432	-	939	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272150	3H	371520936	371524916	+	3981	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272160	3H	371545799	371548130	-	2332	2111	1346	1032	1608	1687	1796	1491	1794
HORVU.MOREX.r3.3HG0272170	3H	371663047	371663751	-	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272240	3H	372186597	372195116	+	8520	674	431	549	410	414	546	527	567
HORVU.MOREX.r3.3HG0272250	3H	372195339	372195691	+	353	4	15	7	10	5	7	5	10
HORVU.MOREX.r3.3HG0272260	3H	372313721	372317224	+	3504	793	847	1171	586	645	1268	738	756
HORVU.MOREX.r3.3HG0272290	3H	372558768	372561971	+	3204	768	649	706	628	573	920	527	784
HORVU.MOREX.r3.3HG0272300	3H	372590281	372590877	-	597	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272350	3H	372924860	372927993	+	3134	237	179	361	301	288	257	351	258
HORVU.MOREX.r3.3HG0272360	3H	372939157	372945928	-	6772	4294	4280	7257	3592	3790	5344	4979	5131
HORVU.MOREX.r3.3HG0272390	3H	373499777	373500694	+	918	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272410	3H	373539063	373539715	+	653	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272430	3H	373543750	373546695	+	2946	434	603	692	423	438	615	510	697
HORVU.MOREX.r3.3HG0272470	3H	373575810	373577084	+	1275	1	0	0	1	0	0	0	0
HORVU.MOREX.r3.3HG0272480	3H	373579286	373579948	-	663	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272500	3H	373793475	373798443	-	4969	2028	1539	1713	1479	1406	1744	1809	1845
HORVU.MOREX.r3.3HG0272630	3H	374220943	374221197	+	255	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272660	3H	374279057	374279749	+	693	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272690	3H	374353921	374380159	+	26239	2026	1175	1851	1556	1209	1317	1640	2081
HORVU.MOREX.r3.3HG0272890	3H	374732482	374734255	-	1774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0272980	3H	375040687	375049330	-	8644	6140	4776	4538	4849	4789	5538	4363	5394
HORVU.MOREX.r3.3HG0273010	3H	375240340	375244506	-	4167	377	337	279	351	241	434	250	324
HORVU.MOREX.r3.3HG0273030	3H	375364772	375378051	+	13280	724	234	301	311	192	244	299	414
HORVU.MOREX.r3.3HG0273060	3H	375499889	375506113	-	6225	71	88	74	58	94	100	64	102
HORVU.MOREX.r3.3HG0273070	3H	375835990	375836379	-	390	2	11	2	3	0	2	2	5
HORVU.MOREX.r3.3HG0273080	3H	375876238	375876927	-	690	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0273130	3H	376039094	376046257	-	7164	2692	3365	3080	1981	3271	3245	2946	3604
HORVU.MOREX.r3.3HG0273140	3H	376359276	376359599	+	324	2	2	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0273160	3H	376563764	376566776	-	3013	323	154	158	177	141	259	156	201
HORVU.MOREX.r3.3HG0273170	3H	376570291	376572699	-	2409	108	175	170	140	129	109	206	257
HORVU.MOREX.r3.3HG0273210	3H	376971772	376973903	+	2132	715	944	768	666	764	738	742	799
HORVU.MOREX.r3.3HG0273250	3H	377463525	377468851	+	5327	5917	11147	9916	5674	7608	10614	6664	8058
HORVU.MOREX.r3.3HG0273270	3H	377539070	377545989	-	6920	204	282	286	206	230	382	225	222
HORVU.MOREX.r3.3HG0273280	3H	377748699	377752930	-	4232	1151	1409	1550	838	1204	1578	1122	1305
HORVU.MOREX.r3.3HG0273290	3H	377821802	377822475	+	674	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0273300	3H	377977608	377978315	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0273330	3H	378397294	378401215	-	3922	2475	3505	2254	2035	2916	3763	2393	3034
HORVU.MOREX.r3.3HG0273340	3H	378634376	378637525	-	3150	1275	1015	1455	913	1336	1194	1503	1504
HORVU.MOREX.r3.3HG0273350	3H	378784150	378790837	-	6688	2	2	0	0	0	8	0	2
HORVU.MOREX.r3.3HG0273390	3H	379386911	379392029	+	5119	875	1207	676	620	1221	1239	864	1092
HORVU.MOREX.r3.3HG0273410	3H	379638587	379639525	+	939	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0273430	3H	379974781	379976216	+	1436	0	8	2	4	6	0	0	2
HORVU.MOREX.r3.3HG0273450	3H	380307979	380314642	-	6664	727	477	289	470	342	641	327	510
HORVU.MOREX.r3.3HG0273460	3H	380650894	380651528	+	635	0	0	4	4	6	0	0	10
HORVU.MOREX.r3.3HG0273490	3H	380855905	380862983	+	7079	9668	8606	6195	6741	8607	8563	8288	9336
HORVU.MOREX.r3.3HG0273500	3H	380863253	380865097	-	1845	240	494	333	195	300	359	296	296
HORVU.MOREX.r3.3HG0273510	3H	380970722	380971429	+	708	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0273530	3H	381282551	381283276	-	726	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0273540	3H	381326658	381330858	+	4201	380	425	569	321	346	469	477	477
HORVU.MOREX.r3.3HG0273590	3H	381999652	382000837	+	1186	20	34	20	28	47	42	27	36
HORVU.MOREX.r3.3HG0273610	3H	382295054	382296348	-	1295	42	62	51	15	29	53	29	41
HORVU.MOREX.r3.3HG0273620	3H	382752553	382764884	+	12332	3030	3081	2388	2193	2626	3541	2515	2990
HORVU.MOREX.r3.3HG0273630	3H	382765793	382766435	-	643	820	735	706	656	534	850	519	724
HORVU.MOREX.r3.3HG0273640	3H	383045443	383046685	+	1243	0	0	0	0	1	0	0	0
HORVU.MOREX.r3.3HG0273660	3H	383190020	383192122	+	2103	8	2	0	0	0	4	2	0
HORVU.MOREX.r3.3HG0273790	3H	384060785	384066259	+	5475	1677	1407	1630	1341	1144	1429	1272	1427
HORVU.MOREX.r3.3HG0273800	3H	384067434	384074429	-	6996	1768	1196	1292	1332	1270	1334	1346	1589
HORVU.MOREX.r3.3HG0273810	3H	384665919	384670247	+	4329	2502	2210	3842	1631	2990	3386	3729	5206
HORVU.MOREX.r3.3HG0273880	3H	385512200	385522644	+	10445	35	18	65	32	34	18	32	48
HORVU.MOREX.r3.3HG0273910	3H	385730514	385732445	+	1932	2	3	2	4	8	2	0	0
HORVU.MOREX.r3.3HG0274000	3H	385980212	385980598	-	387	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274020	3H	386121649	386123559	-	1911	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274030	3H	386173477	386173933	+	457	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274040	3H	386218034	386222738	+	4705	1065	758	1144	927	718	879	1087	876
HORVU.MOREX.r3.3HG0274050	3H	386314509	386315206	+	698	70	137	43	42	133	244	46	60
HORVU.MOREX.r3.3HG0274060	3H	386365524	386375940	+	10417	4	13	4	4	8	11	12	4
HORVU.MOREX.r3.3HG0274090	3H	386760082	386760783	-	702	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274110	3H	387117347	387119415	+	2069	74	22	58	44	30	38	34	39
HORVU.MOREX.r3.3HG0274120	3H	387123956	387125896	-	1941	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274130	3H	387131135	387132322	+	1188	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274150	3H	387134777	387135436	-	660	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274160	3H	387201764	387203139	-	1376	0	0	1	3	4	0	2	0
HORVU.MOREX.r3.3HG0274170	3H	387221098	387222685	+	1588	16	12	28	12	18	24	14	4
HORVU.MOREX.r3.3HG0274180	3H	387222970	387233923	-	10954	476	434	543	254	333	555	521	503
HORVU.MOREX.r3.3HG0274260	3H	387540261	387541854	-	1594	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274270	3H	387549871	387550425	+	555	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274310	3H	387612179	387612674	-	496	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274320	3H	387757686	387763598	+	5913	86	91	104	58	87	93	92	120
HORVU.MOREX.r3.3HG0274350	3H	388015971	388016678	-	708	517	651	1583	685	895	798	1110	905
HORVU.MOREX.r3.3HG0274380	3H	388117718	388120781	-	3064	8	4	2	4	8	12	0	6
HORVU.MOREX.r3.3HG0274450	3H	388527576	388531700	+	4125	154	135	170	151	138	110	190	174
HORVU.MOREX.r3.3HG0274500	3H	388542638	388564794	-	22157	1309	1038	1486	1109	807	1102	982	1250
HORVU.MOREX.r3.3HG0274520	3H	388889243	388890285	-	1043	0	0	0	2	2	3	0	0
HORVU.MOREX.r3.3HG0274530	3H	389022122	389022709	+	588	0	0	0	1	0	0	1	0
HORVU.MOREX.r3.3HG0274550	3H	389039518	389040105	+	588	0	0	1	1	0	3	0	0
HORVU.MOREX.r3.3HG0274610	3H	389370274	389376624	-	6351	690	694	825	598	641	733	727	836
HORVU.MOREX.r3.3HG0274620	3H	389382008	389382640	-	633	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274630	3H	389485559	389488352	-	2794	0	6	5	2	6	1	8	3
HORVU.MOREX.r3.3HG0274650	3H	389684780	389686164	+	1385	164	263	174	129	113	254	153	194
HORVU.MOREX.r3.3HG0274660	3H	389689450	389689764	+	315	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274670	3H	389741871	389742961	+	1091	155	95	119	96	106	111	109	110
HORVU.MOREX.r3.3HG0274680	3H	389747874	389752422	+	4549	468	167	303	126	199	189	239	233
HORVU.MOREX.r3.3HG0274690	3H	389753252	389754374	+	1123	141	86	132	101	76	92	101	82
HORVU.MOREX.r3.3HG0274700	3H	389754394	389755415	+	1022	234	115	220	176	77	165	195	130
HORVU.MOREX.r3.3HG0274780	3H	390239947	390246490	-	6544	139940	188290	531531	215845	219183	229357	265589	265933
HORVU.MOREX.r3.3HG0274820	3H	390723207	390726807	+	3601	0	0	2	0	0	0	0	0
HORVU.MOREX.r3.3HG0274830	3H	390739696	390741488	+	1793	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0274840	3H	390741727	390743673	-	1947	88	85	140	94	91	95	143	118
HORVU.MOREX.r3.3HG0274850	3H	390812160	390830280	-	18121	474	525	990	575	574	615	623	569
HORVU.MOREX.r3.3HG0274900	3H	391142091	391145539	+	3449	144	124	109	126	128	145	134	163
HORVU.MOREX.r3.3HG0274910	3H	391266287	391271538	+	5252	1663	1426	1640	1653	1318	1645	1530	1764
HORVU.MOREX.r3.3HG0274920	3H	391272269	391279754	-	7486	535	451	484	380	505	398	446	518
HORVU.MOREX.r3.3HG0274930	3H	391282733	391283505	+	773	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275030	3H	391796717	391797421	-	705	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275040	3H	391846481	391849187	+	2707	84	220	49	65	203	174	60	103
HORVU.MOREX.r3.3HG0275060	3H	391886299	391900544	+	14246	401	251	702	314	277	373	445	457
HORVU.MOREX.r3.3HG0275090	3H	391906481	391906785	-	305	315	840	1339	363	409	1070	355	348
HORVU.MOREX.r3.3HG0275160	3H	392650735	392651823	-	1089	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275170	3H	392664166	392670268	-	6103	121	142	79	137	122	227	111	150
HORVU.MOREX.r3.3HG0275200	3H	393241034	393246029	+	4996	0	0	6	2	4	0	0	0
HORVU.MOREX.r3.3HG0275220	3H	393620459	393624495	-	4037	0	0	0	0	2	0	0	0
HORVU.MOREX.r3.3HG0275260	3H	394083309	394098498	-	15190	147	103	114	113	57	98	125	105
HORVU.MOREX.r3.3HG0275290	3H	394316613	394317276	-	664	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275320	3H	394496749	394497180	-	432	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275330	3H	394522945	394524649	+	1705	2462	1093	815	1643	771	1138	1050	1265
HORVU.MOREX.r3.3HG0275350	3H	394695808	394696379	-	572	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275370	3H	394885494	394888611	+	3118	24	14	10	23	15	10	14	16
HORVU.MOREX.r3.3HG0275440	3H	394963848	394964219	+	372	11	15	14	6	27	8	4	10
HORVU.MOREX.r3.3HG0275450	3H	395125154	395128461	+	3308	113	109	153	95	78	189	112	95
HORVU.MOREX.r3.3HG0275490	3H	395316839	395318522	-	1684	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275500	3H	395492911	395495328	-	2418	8	25	8	8	8	14	16	20
HORVU.MOREX.r3.3HG0275530	3H	395972886	395979560	-	6675	3405	3059	2524	2554	1537	3286	2543	2716
HORVU.MOREX.r3.3HG0275610	3H	396498208	396500220	+	2013	9	8	10	6	2	6	6	5
HORVU.MOREX.r3.3HG0275650	3H	396733391	396735090	-	1700	4	4	0	2	0	6	3	6
HORVU.MOREX.r3.3HG0275670	3H	397417709	397418371	+	663	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275680	3H	397492641	397494521	+	1881	1314	1119	1768	1271	1475	1348	1457	1823
HORVU.MOREX.r3.3HG0275710	3H	397603359	397608246	-	4888	1404	1872	1543	959	1646	1945	1200	1549
HORVU.MOREX.r3.3HG0275770	3H	398417758	398421419	+	3662	16	5	17	8	14	22	21	15
HORVU.MOREX.r3.3HG0275790	3H	398424176	398431464	-	7289	199	202	154	183	122	219	201	230
HORVU.MOREX.r3.3HG0275810	3H	398621648	398622421	+	774	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275900	3H	399086164	399088652	+	2489	456	394	423	449	346	467	403	394
HORVU.MOREX.r3.3HG0275910	3H	399090195	399093794	-	3600	8	4	0	2	2	9	2	6
HORVU.MOREX.r3.3HG0275930	3H	399164775	399165307	+	533	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0275940	3H	399462963	399466370	+	3408	132	78	90	51	53	104	81	71
HORVU.MOREX.r3.3HG0275950	3H	399468650	399470935	+	2286	110	55	81	93	41	102	94	56
HORVU.MOREX.r3.3HG0275990	3H	400025937	400029356	+	3420	2865	4671	2161	2337	3621	4389	2877	3901
HORVU.MOREX.r3.3HG0276000	3H	400030275	400038867	+	8593	295	172	196	231	138	231	168	200
HORVU.MOREX.r3.3HG0276050	3H	400407091	400443032	-	35942	1439	888	1500	828	773	1024	1272	1309
HORVU.MOREX.r3.3HG0276080	3H	400598619	400606119	+	7501	2	0	0	0	0	0	2	3
HORVU.MOREX.r3.3HG0276110	3H	401016595	401018981	+	2387	56	39	35	26	28	42	39	57
HORVU.MOREX.r3.3HG0276120	3H	401020414	401022571	+	2158	8	15	22	8	20	27	15	18
HORVU.MOREX.r3.3HG0276130	3H	401128002	401129307	+	1306	32	30	36	43	18	12	23	22
HORVU.MOREX.r3.3HG0276150	3H	401328132	401328554	-	423	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0276160	3H	401331833	401343377	+	11545	22	27	139	45	151	44	161	57
HORVU.MOREX.r3.3HG0276180	3H	401558838	401560339	+	1502	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0276200	3H	401599982	401600845	-	864	2	0	2	0	0	2	2	0
HORVU.MOREX.r3.3HG0276210	3H	401600850	401601458	-	609	2	0	0	0	4	0	0	0
HORVU.MOREX.r3.3HG0276230	3H	401732154	401734205	+	2052	2	0	2	0	0	2	2	2
HORVU.MOREX.r3.3HG0276320	3H	402575058	402575955	+	898	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0276340	3H	402711096	402718262	-	7167	35	14	24	44	20	8	32	35
HORVU.MOREX.r3.3HG0276350	3H	402792019	402792429	+	411	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0276390	3H	403048836	403049331	+	496	0	0	0	0	0	0	0	0
HORVU.MOREX.r3.3HG0276400	3H	403184967	403194219	+	9253	0	0	12	2	13	8	4	9
HORVU.MOREX.r3.3HG0276410	3H	403198015	403200039	-	2025	1601	1481	2566	2282	1698	1837	2363	2317
